"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N"
"1500000US261635471004","Block Group 4, Census Tract 5471, Wayne County, Michigan","562","537","32","501","0","0","0","4","25","20","5","0","0","0","5","9","1","0","0","0","0","0","0","0","0","5","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635472001","Block Group 1, Census Tract 5472, Wayne County, Michigan","737","714","21","689","0","0","0","4","23","22","19","0","0","0","2","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635472002","Block Group 2, Census Tract 5472, Wayne County, Michigan","677","652","19","624","5","0","0","4","25","22","16","0","1","0","0","4","0","0","1","0","0","0","0","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635472003","Block Group 3, Census Tract 5472, Wayne County, Michigan","595","574","25","539","2","1","0","7","21","19","7","2","0","0","2","3","0","0","5","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635472004","Block Group 4, Census Tract 5472, Wayne County, Michigan","1973","1904","37","1804","6","3","0","54","69","65","39","2","2","0","5","9","0","0","6","1","0","0","0","1","0","4","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635501001","Block Group 1, Census Tract 5501, Wayne County, Michigan","1447","1359","1223","88","2","41","0","5","88","81","13","8","15","0","44","0","0","0","1","0","0","0","0","0","0","7","0","4","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635501002","Block Group 2, Census Tract 5501, Wayne County, Michigan","871","833","753","48","1","23","0","8","38","32","0","3","7","0","21","0","0","0","1","0","0","0","0","0","0","6","0","0","0","2","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635501003","Block Group 3, Census Tract 5501, Wayne County, Michigan","1627","1554","1280","208","5","49","0","12","73","66","16","5","22","0","20","2","0","0","1","0","0","0","0","0","0","6","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635502001","Block Group 1, Census Tract 5502, Wayne County, Michigan","2348","2152","1815","230","9","71","0","27","196","180","39","22","22","0","80","10","2","0","1","0","0","4","0","0","0","15","8","0","0","2","0","0","3","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635502002","Block Group 2, Census Tract 5502, Wayne County, Michigan","1761","1647","1458","135","5","38","0","11","114","102","19","15","5","0","53","3","7","0","0","0","0","0","0","0","0","11","5","0","0","3","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635503001","Block Group 1, Census Tract 5503, Wayne County, Michigan","1777","1684","1577","60","1","42","0","4","93","88","11","6","16","1","52","1","0","0","0","0","0","1","0","0","0","5","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635503002","Block Group 2, Census Tract 5503, Wayne County, Michigan","1764","1652","1584","36","8","22","0","2","112","107","9","13","25","2","54","0","3","0","0","0","0","1","0","0","0","5","0","0","1","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635504001","Block Group 1, Census Tract 5504, Wayne County, Michigan","1648","1580","1439","83","4","43","0","11","68","66","10","9","17","0","24","2","1","0","3","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635505001","Block Group 1, Census Tract 5505, Wayne County, Michigan","1070","1021","953","45","2","17","0","4","49","47","4","6","5","1","31","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635505002","Block Group 2, Census Tract 5505, Wayne County, Michigan","1420","1366","1322","37","0","1","0","6","54","51","3","6","16","0","25","0","0","0","1","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635505003","Block Group 3, Census Tract 5505, Wayne County, Michigan","1540","1457","1400","20","7","25","0","5","83","77","4","11","16","1","43","1","0","0","0","1","0","0","0","0","0","6","1","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635506001","Block Group 1, Census Tract 5506, Wayne County, Michigan","1600","1518","1459","20","2","29","0","8","82","82","8","12","12","0","46","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635506002","Block Group 2, Census Tract 5506, Wayne County, Michigan","1096","1062","1028","5","2","22","0","5","34","32","2","5","11","0","12","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635507001","Block Group 1, Census Tract 5507, Wayne County, Michigan","1664","1592","1560","2","1","19","0","10","72","71","7","9","16","1","36","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635507002","Block Group 2, Census Tract 5507, Wayne County, Michigan","1133","1102","1057","22","0","14","1","8","31","28","3","2","3","0","18","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635507003","Block Group 3, Census Tract 5507, Wayne County, Michigan","1363","1285","1196","50","3","20","1","15","78","76","14","15","11","0","31","0","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635507004","Block Group 4, Census Tract 5507, Wayne County, Michigan","1657","1575","1478","47","4","27","1","18","82","76","4","9","22","1","38","0","1","0","1","0","0","0","0","0","0","6","0","0","0","4","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635508001","Block Group 1, Census Tract 5508, Wayne County, Michigan","1635","1554","1429","70","4","49","0","2","81","80","7","22","19","0","27","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635509001","Block Group 1, Census Tract 5509, Wayne County, Michigan","1610","1555","1453","13","2","80","0","7","55","49","2","8","8","0","26","2","0","2","1","0","0","0","0","0","0","5","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635509002","Block Group 2, Census Tract 5509, Wayne County, Michigan","960","917","857","15","0","44","0","1","43","43","4","5","20","0","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635511001","Block Group 1, Census Tract 5511, Wayne County, Michigan","1690","1628","1480","91","1","42","0","14","62","62","13","11","6","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635511002","Block Group 2, Census Tract 5511, Wayne County, Michigan","1827","1743","1630","81","0","26","0","6","84","80","12","13","14","1","35","3","0","0","2","0","0","0","0","0","0","4","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635511003","Block Group 3, Census Tract 5511, Wayne County, Michigan","1830","1744","1658","43","3","34","0","6","86","85","12","16","21","1","35","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635512001","Block Group 1, Census Tract 5512, Wayne County, Michigan","1151","1080","843","196","5","20","0","16","71","63","14","12","14","0","19","2","1","0","0","0","0","1","0","0","0","7","1","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635512002","Block Group 2, Census Tract 5512, Wayne County, Michigan","1480","1383","1146","204","0","24","0","9","97","91","23","18","18","0","28","1","3","0","0","0","0","0","0","0","0","5","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635512003","Block Group 3, Census Tract 5512, Wayne County, Michigan","1351","1254","1036","192","3","20","0","3","97","96","30","11","10","0","38","1","6","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635513001","Block Group 1, Census Tract 5513, Wayne County, Michigan","1334","1251","625","599","3","14","0","10","83","80","15","16","14","0","24","9","0","0","2","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635513002","Block Group 2, Census Tract 5513, Wayne County, Michigan","1302","1249","703","508","5","20","0","13","53","46","10","14","5","0","10","7","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635513003","Block Group 3, Census Tract 5513, Wayne County, Michigan","1747","1687","459","1174","0","39","0","15","60","56","22","7","3","0","6","16","0","0","1","0","0","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635514001","Block Group 1, Census Tract 5514, Wayne County, Michigan","1115","1071","284","774","0","8","1","4","44","40","25","2","1","0","7","1","0","0","4","0","0","0","0","0","0","4","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635514002","Block Group 2, Census Tract 5514, Wayne County, Michigan","1935","1817","620","1149","4","26","1","17","118","110","50","10","14","0","12","4","3","6","11","0","0","0","0","0","0","8","6","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635514003","Block Group 3, Census Tract 5514, Wayne County, Michigan","1381","1336","211","1112","0","6","0","7","45","39","12","4","3","0","12","1","0","1","5","0","0","0","1","0","0","6","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635515001","Block Group 1, Census Tract 5515, Wayne County, Michigan","988","960","259","675","4","13","0","9","28","27","10","3","1","0","11","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635515002","Block Group 2, Census Tract 5515, Wayne County, Michigan","1453","1359","404","940","3","7","0","5","94","90","18","13","8","4","30","5","5","0","7","0","0","0","0","0","0","4","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635516001","Block Group 1, Census Tract 5516, Wayne County, Michigan","1735","1682","265","1392","11","3","0","11","53","52","26","2","1","0","11","2","3","0","6","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635516002","Block Group 2, Census Tract 5516, Wayne County, Michigan","2502","2398","414","1946","12","6","0","20","104","93","53","10","2","0","11","11","4","0","1","0","0","0","0","1","0","10","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635517001","Block Group 1, Census Tract 5517, Wayne County, Michigan","1090","1038","941","36","0","44","0","17","52","51","9","15","3","0","21","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635517002","Block Group 2, Census Tract 5517, Wayne County, Michigan","1409","1350","1288","42","0","14","0","6","59","59","4","11","14","0","29","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635517003","Block Group 3, Census Tract 5517, Wayne County, Michigan","900","865","780","40","0","36","2","7","35","33","5","1","5","0","22","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635518001","Block Group 1, Census Tract 5518, Wayne County, Michigan","1111","1052","930","69","3","44","2","4","59","54","3","4","14","0","31","0","0","0","1","0","0","1","0","0","0","5","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635518002","Block Group 2, Census Tract 5518, Wayne County, Michigan","1601","1523","1400","78","2","28","1","14","78","62","10","8","8","1","34","0","0","0","1","0","0","0","0","0","0","16","4","2","0","1","1","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635518003","Block Group 3, Census Tract 5518, Wayne County, Michigan","1047","983","760","186","3","26","0","8","64","60","5","18","8","0","27","2","0","0","0","0","0","0","0","0","0","4","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635520001","Block Group 1, Census Tract 5520, Wayne County, Michigan","2234","2144","842","125","3","1164","0","10","90","85","10","7","30","1","7","3","0","0","0","4","0","0","0","23","0","3","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635520002","Block Group 2, Census Tract 5520, Wayne County, Michigan","1467","1424","573","67","9","769","0","6","43","41","5","1","26","1","2","0","0","0","0","2","0","0","0","4","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635521001","Block Group 1, Census Tract 5521, Wayne County, Michigan","1269","1192","605","76","1","504","0","6","77","74","7","2","51","0","11","0","1","0","2","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635521002","Block Group 2, Census Tract 5521, Wayne County, Michigan","1161","1097","90","980","1","22","0","4","64","62","16","6","21","0","8","6","0","0","1","0","0","0","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635521003","Block Group 3, Census Tract 5521, Wayne County, Michigan","1551","1455","813","202","5","420","0","15","96","92","13","5","60","1","3","1","0","0","0","1","0","0","0","8","0","4","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635521004","Block Group 4, Census Tract 5521, Wayne County, Michigan","1779","1647","777","112","2","739","1","16","132","126","9","1","79","0","24","0","3","0","6","2","0","0","0","2","0","5","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635522001","Block Group 1, Census Tract 5522, Wayne County, Michigan","2464","2326","1761","137","6","399","3","20","138","129","23","17","69","0","14","0","0","0","3","3","0","0","0","0","0","7","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635522002","Block Group 2, Census Tract 5522, Wayne County, Michigan","2221","2101","1341","148","2","586","0","24","120","115","15","7","73","0","17","0","0","0","0","1","0","2","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635523001","Block Group 1, Census Tract 5523, Wayne County, Michigan","1881","1764","746","97","0","908","0","13","117","112","5","14","60","1","28","1","0","0","2","1","0","0","0","0","0","4","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635523002","Block Group 2, Census Tract 5523, Wayne County, Michigan","1326","1288","848","26","1","397","0","16","38","33","1","6","19","0","5","0","0","0","2","0","0","0","0","0","0","4","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635523003","Block Group 3, Census Tract 5523, Wayne County, Michigan","1449","1369","994","61","6","294","0","14","80","79","10","8","54","0","5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635524001","Block Group 1, Census Tract 5524, Wayne County, Michigan","1268","1112","812","155","1","138","0","6","156","149","11","3","99","1","25","1","0","0","7","1","0","0","1","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635524002","Block Group 2, Census Tract 5524, Wayne County, Michigan","2256","2126","1006","261","2","828","1","28","130","126","14","4","88","2","8","4","1","0","2","0","0","0","0","3","0","3","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635528011","Block Group 1, Census Tract 5528.01, Wayne County, Michigan","2977","2758","2236","312","2","177","1","30","219","212","6","5","164","2","27","0","1","1","1","0","0","0","0","5","0","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635528012","Block Group 2, Census Tract 5528.01, Wayne County, Michigan","3125","2920","2459","92","1","302","1","65","205","199","18","12","143","0","19","0","4","0","0","1","0","0","0","2","0","5","1","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635530001","Block Group 1, Census Tract 5530, Wayne County, Michigan","918","891","46","814","6","8","0","17","27","23","9","0","0","0","3","7","3","0","0","1","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635531001","Block Group 1, Census Tract 5531, Wayne County, Michigan","1295","1232","78","1132","3","9","0","10","63","46","22","4","0","0","2","13","0","0","0","0","0","3","0","2","0","16","9","0","1","0","0","0","2","3","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635532001","Block Group 1, Census Tract 5532, Wayne County, Michigan","572","544","23","516","0","1","0","4","28","26","13","1","2","1","0","9","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635536011","Block Group 1, Census Tract 5536.01, Wayne County, Michigan","1045","980","78","882","13","2","1","4","65","59","8","1","2","1","8","19","3","2","13","2","0","0","0","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635536012","Block Group 2, Census Tract 5536.01, Wayne County, Michigan","886","849","70","773","2","2","1","1","37","36","15","0","0","1","4","12","0","0","4","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635538001","Block Group 1, Census Tract 5538, Wayne County, Michigan","386","380","81","264","2","20","1","12","6","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635538002","Block Group 2, Census Tract 5538, Wayne County, Michigan","450","429","9","419","0","0","0","1","21","19","6","0","0","0","4","6","0","0","3","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635538003","Block Group 3, Census Tract 5538, Wayne County, Michigan","534","519","36","479","0","1","1","2","15","14","8","0","1","0","2","2","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635541001","Block Group 1, Census Tract 5541, Wayne County, Michigan","2300","2125","1179","853","17","16","2","58","175","155","63","27","11","0","34","9","2","0","9","0","0","0","0","0","0","20","13","0","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635541002","Block Group 2, Census Tract 5541, Wayne County, Michigan","1947","1820","783","992","12","7","0","26","127","116","30","31","9","0","18","15","1","0","10","2","0","0","0","0","0","11","6","0","1","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635542001","Block Group 1, Census Tract 5542, Wayne County, Michigan","1777","1643","1208","378","9","10","0","38","134","126","38","31","10","0","40","3","0","0","4","0","0","0","0","0","0","8","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1500000US261635542002","Block Group 2, Census Tract 5542, Wayne County, Michigan","1383","1249","634","569","4","10","0","32","134","123","33","26","16","0","34","13","0","0","1","0","0","0","0","0","0","10","8","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
